time,sender,destination,amount
22650.09,2,0,75.47
22650.43,15,3,8.41
22650.72,23,38,5.93
22651.05,1,7,17.95
22651.57,10,20,2.30
22651.88,3,9,38.60
22652.35,20,3,7.11
22653.07,10,35,9.23
22653.69,23,3,15.25
22654.06,9,3,17.99
22654.15,4,0,14.20
22654.81,32,3,6.05
22654.91,17,0,16.23
22655.02,27,22,6.09
22655.22,2,29,14.66
22655.32,3,0,76.20
22655.36,1,3,2.10
22655.98,25,13,14.86
22656.06,21,0,4.08
22656.62,10,0,10.16
22657.07,20,0,18.09
22658.02,8,5,6.69
22658.32,2,0,2.91
22658.99,5,9,2.43
22659.00,19,11,3.99
22659.75,0,24,25.76
22659.78,18,38,16.79
22660.31,14,16,7.37
22660.45,3,6,29.08
22660.84,3,17,32.90
22661.56,26,3,2.21
22662.01,31,0,10.25
22662.80,5,2,8.82
22663.75,14,2,13.09
22664.47,0,10,9.65
22664.53,3,35,73.12
22664.88,2,7,38.15
22665.06,26,23,14.92
22665.36,3,13,17.83
22665.47,28,5,8.55
22666.42,31,5,14.80
22667.41,17,30,16.79
22668.31,18,38,3.32
22668.76,2,32,51.96
22668.96,29,3,9.92
22669.54,5,13,7.65
22670.54,14,16,19.21
22671.42,4,8,8.06
22671.93,24,0,16.11
22672.72,3,5,9.28
22673.11,6,3,18.68
22673.24,31,0,1.13
22674.22,26,24,16.15
22675.22,28,0,10.68
22675.31,14,3,16.61
22675.77,32,4,6.44
22676.12,0,4,29.51
22676.95,20,3,5.71
22677.21,1,23,76.96
22677.30,25,32,9.90
22677.81,26,0,4.66
22678.40,18,1,5.26
22679.07,30,3,9.30
22679.69,1,0,28.28
22679.78,4,0,9.04
22680.76,3,10,12.27
22681.28,0,2,15.29
22681.97,13,29,18.61
22682.06,0,3,1.86
22683.00,21,0,5.64
22683.37,17,11,6.13
22683.99,18,3,8.47
22684.83,5,3,8.73
22685.09,24,3,3.14
22685.30,6,30,17.33
22686.18,10,23,10.52
22686.34,11,2,7.97
22686.88,2,24,34.46
22687.15,23,3,7.50
22687.77,15,0,6.05
22688.58,1,13,17.06
22689.05,14,1,3.54
22689.87,25,3,4.14
22690.25,24,3,11.64
22690.26,32,17,12.89
22691.05,25,24,12.27
22691.53,2,3,3.61
22691.85,6,35,10.47
22692.56,32,0,5.24
22693.23,23,26,4.40
22693.30,15,9,11.65
22693.52,1,8,70.61
22694.26,1,29,67.32
22694.83,12,14,8.19
22695.46,13,0,2.67
22696.09,4,3,13.66
22697.09,9,3,13.88
22697.87,21,0,19.72
22697.96,6,1,18.44
22698.09,15,35,3.51
22698.64,25,30,6.61
22699.06,24,17,16.25
22699.29,4,3,10.24
22699.31,23,3,11.37
22699.67,28,35,8.72
22700.16,1,0,20.65
22700.43,27,0,7.12
22700.87,10,0,7.63
22701.57,10,0,19.78
22702.38,16,24,1.15
22702.49,19,0,8.59
22702.70,27,3,12.48
22702.88,33,0,3.99
22703.42,2,3,35.43
22703.56,0,23,63.70
22704.01,4,0,14.26
22704.62,16,26,1.56
22704.97,12,0,2.94
22705.52,3,29,14.29
22706.32,21,3,6.11
22707.25,4,3,7.42
22707.35,26,3,12.77
22708.00,1,35,41.38
22708.56,3,35,4.85
22709.10,10,3,2.58
22709.91,26,38,6.62
22709.93,20,0,7.45
22710.24,14,3,18.70
22710.53,0,6,3.64
22710.96,28,38,16.35
22711.71,25,0,19.39
22711.92,6,0,1.41
22712.45,5,3,19.81
22712.54,25,6,12.84
22712.67,12,0,3.01
22712.92,29,2,19.74
22713.71,1,0,14.26
22714.50,34,0,3.99
22715.45,29,0,9.80
22716.34,34,9,14.81
22716.38,13,3,5.74
22717.06,26,0,14.35
22717.08,7,32,4.54
22717.71,15,1,10.49
22717.80,30,10,10.99
22717.98,14,0,9.87
22718.60,30,13,8.76
22719.16,19,8,8.25
22719.27,0,16,61.43
22719.81,3,16,6.33
22719.99,10,11,4.46
22720.80,31,0,5.96
22720.90,3,20,52.51
22721.13,11,3,6.17
22721.15,2,30,14.03
22721.95,3,0,34.87
22722.62,18,7,19.02
22722.99,30,23,11.45
22723.53,0,22,71.89
22723.92,3,0,4.14
22724.06,15,3,7.92
22724.14,5,13,15.24
22724.93,5,31,15.36
22725.88,10,0,6.92
22726.82,2,0,35.91
22727.46,16,0,7.68
22727.95,2,3,35.38
22728.25,34,24,18.27
22728.29,10,3,5.31
22728.98,31,0,2.09
22729.00,33,11,14.34
22729.44,4,0,8.83
22729.85,3,0,60.13
22730.68,8,24,9.37
22731.46,4,3,10.71
22731.53,13,23,17.43
22731.68,19,10,2.66
22731.96,33,3,6.51
22732.89,30,3,15.28
22733.83,5,23,13.08
22734.02,13,3,14.12
22734.87,2,0,58.58
22735.64,9,13,11.60
22736.34,4,29,15.83
22737.10,12,0,2.16
22737.71,19,3,18.30
22738.11,1,16,38.04
22738.75,26,3,18.81
22739.72,25,0,15.79
22740.07,1,0,8.19
22740.86,26,14,8.93
22741.14,5,24,5.89
22741.20,27,9,5.07
22742.13,6,0,9.13
22742.45,3,0,38.39
22742.78,7,3,9.89
22743.64,16,0,7.88
22744.42,13,31,15.55
22744.77,15,0,13.12
22745.47,31,11,10.92
22746.29,9,3,2.16
22746.97,5,35,17.05
22747.46,34,3,18.67
22747.92,1,30,37.05
22748.92,1,3,64.34
22749.57,27,30,17.61
22750.23,0,3,14.64
22750.24,1,3,35.37
22750.89,18,3,15.70
22751.87,32,7,4.44
22752.07,10,0,14.35
22752.17,23,3,12.01
22752.45,20,10,17.36
22753.18,31,3,6.70
22753.72,1,0,27.87
22754.01,29,9,13.20
22754.40,3,38,20.98
22754.73,15,32,16.75
22754.91,11,31,10.70
22755.91,18,9,5.71
22756.17,7,0,14.90
22757.06,29,3,5.90
22757.36,28,3,10.22
22758.33,0,16,29.19
22759.25,0,5,76.43
22760.17,18,3,2.71
22761.06,0,30,77.48
22761.18,17,38,5.54
22761.99,15,29,10.19
22762.51,17,3,5.14
22762.81,21,10,17.93
22763.11,18,0,16.57
22763.97,24,0,2.75
22764.44,30,7,15.94
22765.38,3,0,77.71
22765.71,11,22,15.90
22765.82,30,0,12.78
22766.07,33,26,14.93
22766.16,18,3,15.39
22766.19,29,0,7.62
22766.66,33,31,10.43
22767.43,2,16,53.21
22767.82,1,9,3.43
22767.89,9,17,13.53
22768.09,10,0,5.01
22768.60,23,4,16.79
22768.99,1,0,42.17
22769.52,1,0,4.44
22770.34,2,14,52.51
22770.92,26,8,6.19
22771.87,25,13,4.73
22772.24,19,0,1.95
22772.45,16,3,6.22
22772.61,31,24,1.59
22773.45,21,8,16.39
22773.65,3,20,48.71
22774.15,20,10,14.81
22774.28,15,3,18.50
22774.67,1,8,45.15
22775.03,0,35,21.75
22775.09,34,0,18.17
22775.65,11,3,3.38
22776.09,21,20,13.00
22776.50,2,0,49.95
22776.84,2,3,71.35
22776.98,27,0,7.24
22777.87,21,31,3.37
22778.66,0,4,15.48
22778.86,10,7,11.61
22779.44,7,23,1.84
22780.08,11,1,16.85
22781.00,3,0,45.31
22781.23,0,22,78.46
22781.50,33,16,1.87
22781.88,1,0,12.72
22782.70,1,3,71.64
22783.24,2,20,25.18
22783.72,3,0,49.44
22784.68,12,0,18.25
22785.54,0,35,65.64
22786.49,3,20,36.22
22787.29,7,11,5.56
22787.33,5,3,8.11
22788.21,3,17,43.81
22788.44,2,3,16.92
22789.23,2,20,5.59
22789.55,20,35,3.58
22789.68,32,8,17.35
22790.28,11,4,17.94
22791.27,34,5,6.17
22792.23,17,0,15.80
22792.88,3,6,7.32
22793.53,24,0,9.31
22794.43,32,2,17.40
22795.33,22,3,12.34
22795.89,34,3,1.60
22796.78,4,0,8.96
22797.30,30,0,4.17
22797.56,12,10,2.39
22798.50,19,3,4.45
22798.66,25,10,12.81
22799.64,24,0,5.30
22799.70,19,0,12.05
22800.59,23,30,19.58
22800.65,9,0,12.04
22801.64,1,3,11.35
22802.12,11,29,9.10
22803.08,31,9,4.30
22803.91,3,13,51.22
22804.43,13,29,4.02
22805.04,25,0,10.89
22805.31,32,0,4.34
22805.41,2,20,13.68
22805.64,10,6,6.32
22805.70,17,9,13.53
22806.25,1,0,12.29
22806.78,30,3,4.47
22807.41,26,5,3.18
22807.56,15,3,6.07
22808.07,29,35,2.41
22808.63,9,3,3.17
22808.90,23,3,8.71
22808.93,21,3,10.06
22809.36,26,5,8.75
22809.96,10,3,14.26
22810.88,7,3,17.73
22811.04,32,3,16.23
22811.62,29,0,15.22
22812.01,33,38,12.17
22812.31,30,22,3.59
22812.98,8,0,19.73
22813.25,2,3,10.88
22814.21,1,24,19.36
22814.56,20,11,15.79
22814.77,5,0,16.50
22815.04,17,13,15.29
22815.52,33,0,4.83
22816.15,2,13,19.70
22816.53,28,14,5.06
22817.44,2,4,4.14
22817.65,27,1,15.62
22818.04,1,16,12.18
22818.41,10,16,13.69
22818.47,16,5,15.08
22818.67,10,23,14.25
22818.87,30,6,9.69
22819.01,3,9,14.28
22819.51,22,3,6.49
22820.35,30,3,19.38
22821.11,13,3,4.93
22821.29,16,22,18.48
22821.45,25,29,12.91
22822.42,7,3,12.09
22822.83,13,3,5.17
22823.16,2,0,2.91
22823.36,15,29,5.78
22823.99,33,26,17.79
22824.48,16,29,6.56
22824.97,11,0,12.72
22825.24,17,5,6.47
22825.95,3,0,11.56
22826.50,11,23,1.33
22826.68,28,20,4.44
22826.77,1,32,39.76
22827.30,3,17,9.70
22827.88,16,1,1.44
22828.67,8,0,1.83
22828.82,20,14,18.52
22828.87,18,38,13.98
22829.37,23,0,8.66
22829.87,19,9,2.24
22830.57,1,0,23.63
22830.69,7,20,1.79
22831.03,14,3,18.77
22831.57,29,3,10.05
22832.57,2,22,13.15
22832.62,4,0,5.66
22832.98,7,3,16.51
22833.11,28,4,10.87
22833.72,11,31,14.63
22834.09,8,2,10.45
22834.13,28,3,19.37
22834.17,14,25,17.65
22835.11,15,0,7.05
22835.43,19,1,7.54
22835.60,24,0,1.01
22836.21,22,0,15.93
22836.29,2,0,15.79
22836.94,12,3,13.73
22837.05,14,3,2.25
22837.43,9,5,10.17
22837.92,3,29,15.69
22838.52,9,3,7.51
22838.96,31,3,7.34
22839.82,6,29,1.95
22839.90,24,3,2.07
22840.57,27,10,5.16
22840.67,2,35,68.74
22841.07,20,2,10.95
22841.77,1,32,6.05
22842.69,29,0,4.25
22843.51,18,14,18.15
22843.67,29,16,6.40
22844.55,2,3,11.00
22844.86,2,0,45.82
22844.92,29,9,11.95
22844.96,1,14,15.25
22845.59,10,17,13.67
22845.66,14,0,4.48
22846.55,10,3,8.22
22847.26,33,1,5.90
22847.72,33,0,6.67
22847.89,10,35,12.77
22848.26,21,0,6.52
22848.36,2,23,14.39
22848.68,20,10,3.59
22849.13,4,24,6.94
22849.20,5,13,18.66
22850.03,17,16,10.23
22850.59,2,0,13.53
22851.18,10,3,6.88
22852.08,24,0,10.50
22852.66,9,38,15.22
22852.96,30,38,8.58
22853.95,10,0,10.73
22854.86,13,35,10.47
22854.92,9,31,13.41
22855.74,2,31,2.96
22855.79,24,0,11.24
22855.99,33,9,14.57
22856.14,24,6,3.46
22856.82,11,38,2.63
22857.07,20,1,17.92
22857.70,19,3,6.29
22858.06,8,0,18.09
22858.91,0,30,3.49
22859.77,19,1,2.25
22860.57,12,0,14.55
22860.60,1,0,47.99
22861.39,26,2,13.00
22862.23,22,9,11.24
22862.28,11,3,2.38
22862.44,5,9,18.41
22862.74,33,31,18.67
22863.07,1,16,13.35
22863.43,10,20,12.06
22863.80,32,3,7.62
22864.49,1,3,26.19
22864.95,30,4,15.23
22865.95,17,26,14.78
22866.60,34,17,13.73
22867.22,17,20,13.30
22867.70,28,3,9.59
22868.09,34,30,17.96
22868.90,1,0,19.09
22869.11,2,16,53.92
22869.98,6,0,18.84
22870.33,0,3,15.36
22871.15,7,0,10.78
22871.97,23,2,15.81
22872.72,28,3,19.66
22873.34,20,6,4.49
22874.14,6,0,15.74
22874.53,13,7,2.76
22874.75,9,0,7.43
22875.00,33,20,2.49
22875.79,2,25,51.31
22876.42,9,29,13.42
22876.66,24,6,16.72
22877.10,19,16,2.93
22877.38,17,0,3.43
22877.51,13,3,6.87
22878.26,29,8,15.53
22878.55,20,0,13.11
22879.05,0,31,45.11
22879.19,33,17,10.16
22879.42,2,3,10.37
22880.28,5,11,4.33
22881.14,34,3,5.31
22882.11,23,0,16.64
22882.39,32,0,4.93
22883.33,1,3,40.66
22884.22,25,4,10.02
22884.38,1,3,73.17
22884.41,32,0,5.88
22884.57,22,3,6.67
22884.79,18,0,6.36
22884.86,19,3,10.37
22885.59,0,3,52.25
22886.04,2,1,27.93
22886.31,23,26,9.25
22886.65,31,1,5.03
22886.66,15,0,19.49
22887.33,3,17,78.11
22887.93,21,0,15.54
22888.21,8,3,7.19
22888.96,1,3,11.29
22889.77,24,25,17.70
22889.84,33,3,1.39
22890.10,6,1,5.48
22890.18,8,3,16.06
22890.96,14,23,7.31
22891.63,30,7,4.87
22892.14,31,3,18.47
22893.10,17,1,10.42
22893.63,2,6,65.59
22893.66,27,0,14.30
22893.89,10,3,3.39
22894.24,13,0,12.46
22894.63,30,0,7.81
22894.96,0,35,11.69
22895.36,21,22,5.97
22896.13,18,0,16.28
22897.12,6,22,10.43
22897.47,15,3,13.00
22897.59,2,24,43.61
22898.05,29,9,13.20
22898.37,21,3,3.96
22899.24,34,0,6.11
22899.34,22,26,5.79
22899.55,2,3,54.39
22899.56,20,32,5.30
22900.00,26,0,6.62
22900.49,3,0,26.51
22900.57,33,3,9.75
22900.65,2,3,22.76
22901.59,2,38,56.70
22902.23,23,30,4.34
22902.57,4,17,1.02
22903.41,17,3,7.04
22904.41,2,4,10.30
22905.35,29,3,8.15
22905.81,15,23,11.50
22905.94,19,2,13.34
22905.98,0,29,11.50
22905.99,15,3,10.38
22906.51,7,0,16.15
22907.12,32,6,18.23
22907.86,31,0,3.69
22908.11,1,0,11.34
22908.98,13,0,8.61
22909.88,26,17,7.81
22910.11,0,17,15.15
22911.00,23,38,13.25
22911.60,22,3,10.56
22911.97,8,0,8.17
22912.63,8,3,9.60
22913.29,0,3,15.38
22913.72,9,0,2.87
22914.15,0,31,73.63
22914.71,13,9,6.01
22915.35,11,3,1.61
22916.15,27,0,8.95
22916.24,28,24,17.93
22916.90,8,13,4.53
22916.98,14,23,14.81
22917.78,29,3,3.11
22918.54,1,16,5.46
22918.78,24,0,16.11
22919.27,27,0,16.97
22919.71,3,26,10.42
22920.44,27,6,2.39
22920.68,14,31,6.69
22920.69,24,3,12.83
22921.24,17,0,10.09
22922.11,22,3,7.05
22922.98,32,0,4.12
22923.84,17,0,6.19
22924.18,20,3,9.82
22924.89,12,26,3.61
22924.98,14,11,7.83
22925.03,2,14,14.03
22925.17,25,3,4.95
22925.22,2,8,52.75
22925.80,25,4,10.02
22926.33,1,0,66.59
22926.69,31,0,13.06
22926.82,1,0,64.42
22927.24,14,0,12.03
22927.43,6,11,17.40
22927.48,4,29,12.28
22927.99,16,3,16.80
22928.39,10,22,11.56
22929.19,3,26,12.47
22929.78,19,5,4.90
22929.79,29,3,5.68
22929.99,6,0,6.45
22930.60,30,3,7.79
22931.49,17,0,11.89
22932.24,22,6,13.68
22932.40,1,0,43.72
22933.06,29,3,3.98
22934.02,3,6,23.00
22934.57,24,17,10.38
22935.54,33,2,18.30
22936.40,5,3,5.55
22936.89,11,1,14.93
22937.31,9,0,11.82
22937.57,3,30,2.38
22938.36,2,3,77.84
22938.89,12,9,2.03
22939.78,10,0,18.53
22940.14,26,0,10.85
22940.41,2,7,79.46
22940.99,3,0,41.35
22941.90,20,0,2.88
22942.57,32,3,11.53
22943.34,25,2,19.64
22943.43,2,13,6.79
22943.53,24,0,15.45
22944.35,11,3,3.80
22944.60,28,0,3.83
22944.94,9,26,15.32
22945.41,24,11,3.83
22945.95,26,35,5.46
22946.86,2,38,16.73
22947.63,14,38,9.63
22947.95,3,35,40.98
22948.51,2,0,60.87
22948.85,16,9,15.53
22949.20,12,38,19.70
22949.94,8,22,13.90
22950.51,14,0,10.06
22951.49,28,1,7.50
22951.90,3,13,76.34
22952.35,17,6,13.15
22953.01,11,0,3.12
22953.76,28,0,3.07
22954.51,3,0,14.86
22954.70,6,38,4.13
22954.94,16,3,15.27
22955.38,1,3,46.64
22956.32,15,0,8.46
22956.64,27,0,2.78
22957.05,5,32,3.82
22958.02,16,0,15.06
22958.88,0,17,9.28
22958.97,0,30,59.36
22959.02,1,0,17.57
22959.06,23,10,16.03
22959.10,34,3,6.95
22959.31,15,38,11.91
22960.31,10,13,19.84
22961.22,19,22,4.42
22961.79,27,22,2.76
22962.09,13,0,12.46
22962.67,7,3,18.90
22963.21,7,3,12.09
22963.49,20,32,2.44
22963.78,21,3,19.31
22964.57,11,0,8.83
22964.64,22,3,3.42
22965.04,8,38,1.91
22965.39,3,6,1.05
22965.56,2,3,39.83
22966.32,13,3,3.98
22966.81,22,3,6.09
22967.19,28,13,11.42
22967.58,4,0,8.96
22967.85,27,3,6.93
22968.38,0,3,9.57
22968.90,15,3,6.80
22969.01,3,0,78.85
22969.76,27,3,2.63
22970.37,1,3,16.94
22970.64,9,4,14.42
22971.26,33,3,8.19
22971.58,5,0,7.08
22971.96,27,3,18.11
22972.91,23,3,4.38
22973.26,8,4,5.30
22974.11,2,3,5.80
22974.25,11,0,1.07
22974.87,11,3,10.25
22975.54,5,17,3.14
22975.73,21,29,6.49
22976.23,1,30,40.24
22976.38,22,32,14.23
22976.71,1,0,8.96
22977.07,3,2,47.20
22977.44,6,10,8.03
22977.84,6,0,2.42
22978.37,7,23,4.77
22979.07,12,2,13.80
22979.90,22,10,15.12
22980.39,4,31,8.06
22980.54,28,7,11.77
22980.89,6,3,10.78
22980.98,2,20,19.82
22981.28,6,20,11.26
22982.10,2,38,16.46
22983.05,9,13,4.56
22983.26,3,9,21.99
22983.78,2,31,11.15
22984.37,1,25,11.64
22984.57,28,35,1.00
22985.03,16,3,4.79
22985.39,26,3,15.10
22985.91,0,3,35.61
22986.12,22,29,15.24
22986.16,10,3,10.21
22986.54,12,0,15.31
22986.76,17,6,5.24
22986.97,32,3,16.09
22987.30,19,38,13.59
22988.26,1,38,39.35
22989.12,1,13,2.48
22989.15,17,10,14.74
22989.43,7,0,1.08
22989.91,3,0,50.57
22990.83,0,23,61.20
22991.06,14,3,4.13
22991.96,1,5,67.55
22992.34,34,9,5.30
22992.74,31,9,4.37
22993.70,4,3,6.15
22994.33,10,35,12.77
22994.61,17,3,17.24
22995.27,17,3,12.22
22995.73,10,29,10.27
22996.21,22,2,12.47
22996.90,3,0,50.98
22997.74,1,3,76.24
22998.35,2,0,16.73
22998.95,15,13,14.12
22999.33,7,3,18.00
23000.15,22,0,5.51
23000.68,4,0,5.68
23001.59,11,3,7.08
23001.80,17,5,4.03
23002.79,13,3,4.76
23003.59,34,29,2.17
23004.34,11,32,4.21
23005.27,1,3,10.71
23006.02,11,24,1.78
23006.08,3,5,12.31
23006.64,3,9,53.84
23007.54,9,0,13.02
23007.88,18,31,13.51
23008.54,8,2,10.62
23009.31,5,2,3.16
23010.29,24,22,10.18
23010.49,12,22,8.83
23010.49,23,13,9.95
23010.59,26,4,1.23
23011.09,11,2,6.72
23011.39,5,20,19.81
23012.24,6,3,9.37
23012.84,28,7,17.19
23013.66,30,0,17.90
23014.04,14,0,3.65
23014.80,2,6,17.22
23015.22,28,0,2.86
23015.54,0,35,62.38
23015.69,29,32,1.42
23016.09,24,16,7.14
23016.16,24,26,11.27
23017.00,15,3,11.12
23017.52,26,11,11.86
23018.45,21,31,13.80
23019.33,0,1,12.70
23020.09,31,24,13.00
23020.89,13,38,18.63
23020.99,17,29,9.09
23021.16,31,0,5.50
23021.97,6,7,12.02
23022.20,15,3,3.28
23022.85,0,29,15.33
23023.73,30,3,18.60
23024.36,26,0,12.50
23025.27,31,1,7.27
23025.32,0,8,16.32
23026.00,7,3,1.09
23026.27,21,16,2.34
23027.20,2,17,45.09
23027.86,9,3,5.51
23028.27,24,29,5.43
23028.57,12,0,13.34
23028.77,2,26,9.81
23029.33,3,10,24.08
23030.06,22,3,4.96
23031.03,22,31,1.71
23031.54,2,0,3.08
23031.68,11,3,5.84
23031.79,15,3,4.10
23031.81,34,29,5.42
23032.17,0,3,58.08
23033.06,34,0,2.38
23033.22,10,3,11.55
23033.51,10,3,14.26
23034.06,29,3,14.39
23034.74,1,0,63.43
23034.84,0,11,33.11
23035.27,28,0,14.09
23036.23,23,20,8.33
23036.46,30,3,11.78
23037.34,1,3,14.69
23037.73,19,0,12.28
23038.62,17,3,17.39
23038.71,8,13,13.00
23039.65,27,31,18.87
23040.51,0,3,71.29
23041.18,14,3,12.91
23041.62,22,17,1.42
23042.05,14,0,13.68
23042.15,14,2,12.62
23042.85,25,0,16.38
23043.67,0,3,52.93
23044.03,29,3,3.79
23044.11,19,3,7.43
23044.53,1,7,18.59
23045.12,8,29,16.23
23045.43,21,22,10.41
23046.41,19,16,3.98
23046.96,0,3,50.97
23047.72,25,3,17.64
23048.31,15,7,19.04
23049.15,26,0,8.63
23049.66,12,2,16.59
23050.07,3,4,10.90
23050.59,0,30,65.38
23051.30,2,0,9.05
23051.83,16,0,16.47
23051.91,2,32,51.96
23051.96,23,10,8.36
23052.42,0,26,12.62
23052.80,16,0,17.73
23053.75,3,11,30.28
23054.20,18,3,12.15
23055.20,22,0,1.61
23055.93,3,29,74.13
23056.44,23,1,5.63
23056.74,30,16,7.85
23057.04,23,25,2.24
23057.68,31,0,10.61
23058.20,29,3,13.58
23058.71,19,23,11.56
23059.70,8,17,16.66
23059.91,3,25,69.19
23060.74,13,38,8.62
23061.18,9,38,9.79
23062.04,28,1,3.17
23062.34,14,26,17.20
23062.86,2,22,40.70
23063.20,20,7,7.48
23064.18,8,5,17.30
23064.87,6,3,15.26
23065.65,1,0,63.27
23065.71,25,5,17.23
23065.82,18,1,10.48
23066.39,26,3,13.57
23066.50,22,3,16.80
23067.13,11,3,19.72
23068.06,25,3,16.34
23068.59,22,0,9.99
23069.18,0,3,76.04
23070.08,19,13,14.26
23070.77,34,0,12.78
23071.54,6,3,2.35
23072.30,23,3,7.17
23072.54,9,17,1.87
23073.18,26,10,1.57
23073.81,29,30,8.56
23073.91,21,3,6.56
23074.90,7,0,10.27
23075.80,28,0,2.54
23076.08,3,9,62.17
23076.67,26,3,5.30
23077.47,9,3,1.70
23077.49,34,3,14.05
23078.48,0,30,33.61
23079.35,0,30,19.07
23080.21,7,0,14.82
23080.66,1,5,2.95
23081.19,18,16,19.23
23081.98,18,4,6.25
23082.50,22,26,9.56
23083.24,2,3,16.24
23083.59,2,4,15.76
23084.58,29,31,17.74
23084.70,27,22,12.54
23085.39,28,13,10.08
23086.35,31,0,15.22
23087.04,24,8,1.10
23087.45,23,0,8.41
23087.61,7,20,5.08
23088.43,18,0,4.26
23088.46,1,3,5.17
23088.50,31,3,18.80
23089.42,23,30,4.29
23090.24,12,3,9.35
23091.07,15,1,17.60
23091.47,19,30,14.58
23091.90,26,1,10.51
23092.81,28,13,9.29
23093.04,31,9,2.23
23093.29,30,32,15.98
23093.89,2,7,3.57
23094.82,16,8,5.20
23095.79,8,0,6.44
23096.33,14,3,12.21
23096.85,1,5,2.47
23097.05,2,0,15.53
23097.53,21,2,3.68
23098.51,12,24,9.40
23098.84,29,3,5.74
23098.85,10,3,18.75
23099.80,18,17,11.31
23100.57,1,0,2.40
23100.92,0,22,74.50
23101.32,8,0,19.61
23101.69,25,23,8.85
23102.14,30,0,6.03
23102.61,3,17,55.11
23103.42,19,32,11.82
23103.46,6,32,6.06
23103.58,25,8,7.46
23103.73,26,14,3.84
23103.77,8,20,19.12
23104.17,2,0,57.58
23104.33,25,3,7.83
23104.74,30,3,1.00
23105.34,9,3,13.42
23105.96,9,22,15.25
23106.28,11,10,18.67
23106.46,26,2,11.56
23107.07,25,5,18.32
23107.10,14,3,1.47
23107.21,7,0,2.43
23108.07,0,3,18.73
23108.37,26,29,2.78
23109.28,3,32,36.32
23109.94,18,26,10.79
23109.96,15,26,5.17
23110.35,10,0,16.25
23110.53,34,0,10.19
23110.96,34,3,1.94
23111.20,0,1,71.92
23111.72,3,29,74.40
23111.94,32,16,14.40
23112.02,23,0,4.56
23112.35,18,23,11.43
23112.88,9,0,19.85
23113.32,9,0,10.77
23114.27,16,9,14.18
23115.17,32,0,5.87
23116.14,5,4,3.46
23116.76,4,3,6.90
23117.72,0,7,44.24
23117.94,18,3,1.69
23118.88,7,5,14.29
23119.52,28,3,8.39
23120.37,4,3,18.43
23121.16,34,0,19.71
23121.24,28,0,3.07
23121.35,32,38,8.34
23121.78,0,3,7.26
23122.06,1,3,11.52
23122.70,3,35,16.60
23123.41,1,3,33.46
23124.32,20,16,2.75
23124.70,0,3,17.86
23124.84,6,0,15.74
23125.44,8,0,16.68
23125.62,1,3,7.90
23126.05,22,3,17.31
23126.24,28,29,1.50
23126.47,9,0,18.48
23127.24,10,23,15.50
23127.53,2,1,11.48
23127.75,12,26,1.74
23128.35,1,29,44.83
23128.57,21,0,17.10
23129.54,18,24,17.88
23129.85,1,22,17.35
23130.05,20,0,14.32
23131.04,33,24,11.58
23131.49,24,4,15.99
23132.00,12,20,3.32
23132.95,10,4,7.87
23133.13,19,32,5.74
23133.59,26,3,18.28
23134.40,12,0,17.37
23134.45,28,0,15.11
23135.43,1,17,78.49
23135.79,27,2,5.80
23136.49,26,0,14.65
23136.62,12,2,5.49
23137.05,34,3,17.10
23137.59,19,38,12.22
23138.35,1,0,76.87
23138.64,4,31,1.21
23139.13,5,3,6.45
23139.97,2,0,53.40
23140.68,20,29,3.64
23141.45,17,9,17.54
23142.25,30,0,10.28
23142.97,18,6,16.42
23143.66,0,5,14.84
23144.34,11,4,11.61
23144.42,32,26,14.63
23145.21,24,0,3.48
23145.86,12,30,15.36
23146.44,8,3,18.19
23146.60,10,23,9.03
23146.87,31,9,2.23
23147.72,12,25,13.31
23148.71,1,3,76.64
23149.70,30,3,12.56
23149.84,2,3,59.31
23149.87,30,1,1.04
23150.60,7,3,15.73
23151.52,3,32,75.59
23151.77,13,0,16.80
23152.42,30,2,8.59
23152.81,3,6,18.23
23152.95,23,20,18.13
23153.46,0,7,6.23
23154.09,1,26,13.05
23154.53,12,0,4.73
23155.19,13,38,4.37
23156.05,2,22,77.57
23156.64,13,10,1.12
23157.36,12,25,4.22
23157.88,8,0,3.69
23158.63,12,38,18.76
23158.95,33,0,12.57
23159.30,24,3,14.29
23159.72,14,22,18.27
23160.36,6,3,14.33
23161.25,25,17,12.98
23161.36,2,17,13.47
23162.08,11,24,4.60
23162.53,11,31,11.84
23162.64,11,3,10.64
23163.39,21,0,3.29
23164.08,15,3,5.14
23165.02,25,4,15.93
23165.83,33,3,15.73
23166.81,31,3,17.47
23166.95,0,3,14.47
23167.61,15,3,11.28
23167.91,22,30,2.08
23168.80,2,3,4.64
23169.19,30,3,17.09
23170.05,11,0,19.48
23170.68,33,0,14.51
23171.49,13,0,18.56
23172.11,5,22,14.14
23172.48,11,13,12.64
23172.81,1,3,15.67
23173.78,2,25,10.11
23174.40,3,0,31.86
23174.45,1,0,63.47
23175.35,34,3,19.20
23175.79,3,38,16.97
23176.00,1,11,7.76
23176.41,16,32,19.26
23176.74,2,20,58.56
23177.18,24,26,4.72
23177.80,25,3,1.58
23178.54,6,0,4.94
23179.36,29,3,6.00
23179.87,31,0,7.72
23180.75,19,3,3.04
23180.80,6,3,11.49
23181.35,27,4,1.14
23181.75,3,0,41.35
23182.23,0,17,10.66
23183.09,1,2,12.25
23183.59,34,8,17.99
23183.72,25,22,4.24
23184.29,18,26,14.25
23184.52,0,38,11.71
23184.83,6,32,7.44
23184.85,29,38,15.10
